ID 1,Name,weitere Bezeichnung,Datum,Jahr,Originaleintrag
1,1. Demokratische Partei Österreichs,,13.08.1993,1993,"1 ""1. Demokratische Partei Österreichs"" 13.08.1993"
2,99-eins,"Kurzbezeichnung ""991""",08.05.2013,2013,"2 ""99-eins"", Kurzbezeichnung ""991"" 08.05.2013"
3,A.L.R. Partei für authentische Lebensräume,,02.05.2000,2000,"3 ""A.L.R. Partei für authentische Lebensräume"" 02.05.2000"
4,Abendländisch-National-Europäische Union (ANEU),,31.05.1995,1995,"4 ""Abendländisch-National-Europäische Union (ANEU)"" 31.05.1995"
5,agendAVolk,"Kurzbezeichnung ""AV""",22.10.2014,2014,"5 ""agendAVolk"", Kurzbezeichnung ""AV"" 22.10.2014"
6,AKTION CHRISTLICHES EUROPA (ACE),,06.04.1998,1998,"6 ""AKTION CHRISTLICHES EUROPA (ACE)"" 06.04.1998"
7,Aktion für humanistische Medizin,"Abkürzung ""AFM""",09.11.1993,1993,"7 ""Aktion für humanistische Medizin"", Abkürzung ""AFM"" 09.11.1993"
8,Aktion Neue Rechte - ANR,,24.09.1975,1975,"8 ""Aktion Neue Rechte - ANR"" 24.09.1975"
9,AKTION UMWELT SPIEGEL,,25.05.1992,1992,"9 ""AKTION UMWELT SPIEGEL"" 25.05.1992"
10,Aktionistische Partei Ostösterreichs,(A.P.O.),20.12.1983,1983,"10 ""Aktionistische Partei Ostösterreichs"" (A.P.O.) 20.12.1983"
11,AktionsGemeinschaft Kärntner Studenten,"abgekürzt ""AG""",13.09.1995,1995,"11 ""AktionsGemeinschaft Kärntner Studenten"", abgekürzt ""AG"" 13.09.1995"
12,AL/VGÖ Wahlgemeinschaft Vorarlberg,"Abkürzung ""GRÜNE""",16.09.1988,1988,"12 ""AL/VGÖ Wahlgemeinschaft Vorarlberg"", Abkürzung ""GRÜNE"" 16.09.1988"
13,ALLGEMEINE PARTEI ÖSTERREICHS,"kurz ""APÖ""",08.02.1983,1983,"13 ""ALLGEMEINE PARTEI ÖSTERREICHS"", kurz ""APÖ"" 08.02.1983"
14,Allianz für Österreichs Zukunft,,27.04.1990,1990,"14 ""Allianz für Österreichs Zukunft"" 27.04.1990"
15,Alpine Pogo Partei Österreich,"Kurzbezeichnung ""APPÖ""",30.06.2006,2006,"15 ""Alpine Pogo Partei Österreich"", Kurzbezeichnung ""APPÖ"" 30.06.2006"
16,Alternative Basisliste,(ALB),19.06.1986,1986,"16 ""Alternative Basisliste"" (ALB) 19.06.1986"
17,ALTERNATIVE BEWEGUNG ÖSTERREICHS (ABÖ),,19.11.1982,1982,"17 ""ALTERNATIVE BEWEGUNG ÖSTERREICHS (ABÖ)"" 19.11.1982"
18,Alternative für Österreich - neu (AfÖn),"Kurzbezeichnung ""AfÖn""",16.09.2013,2013,"18 ""Alternative für Österreich - neu (AfÖn)"", Kurzbezeichnung ""AfÖn"" 16.09.2013"
19,Alternative für Österreich (AfÖ),,14.04.2013,2013,"19 ""Alternative für Österreich (AfÖ)"" 14.04.2013"
20,ALTERNATIVE LISTE (AL),,19.11.1982,1982,"20 ""ALTERNATIVE LISTE (AL)"" 19.11.1982"
21,ALTERNATIVE LISTE BURGENLAND - FÜR DEMOKRATIE UND UMWELTSCHUTZ,(AL - BGLD),27.01.1983,1983,"21 ""ALTERNATIVE LISTE BURGENLAND - FÜR DEMOKRATIE UND UMWELTSCHUTZ"" (AL - BGLD) 27.01.1983"
22,Alternative Liste Graz,,15.02.1988,1988,"22 ""Alternative Liste Graz"" 15.02.1988"
23,Alternative Liste Heidenreichstein,(ALH),28.04.1983,1983,"23 ""Alternative Liste Heidenreichstein"" (ALH) 28.04.1983"
24,ALTERNATIVE LISTE KÄRNTEN FÜR DEMOKRATIE UND UMWELTSCHUTZ,,17.01.1983,1983,"24 ""ALTERNATIVE LISTE KÄRNTEN FÜR DEMOKRATIE UND UMWELTSCHUTZ"" 17.01.1983"
25,Alternative Liste Linz (ALL),,09.08.1984,1984,"25 ""Alternative Liste Linz (ALL)"" 09.08.1984"
26,ALTERNATIVE LISTE NIEDERÖSTERREICH - FÜR DEMOKRATIE UND UMWELTSCHUTZ,(AL-NÖ),21.10.1982,1982,"26 ""ALTERNATIVE LISTE NIEDERÖSTERREICH - FÜR DEMOKRATIE UND UMWELTSCHUTZ"" (AL-NÖ) 21.10.1982"
27,Alternative Liste Oberösterreich,(ALOÖ),07.12.1982,1982,"27 ""Alternative Liste Oberösterreich"" (ALOÖ) 07.12.1982"
28,ALTERNATIVE LISTE ÖSTERREICH - DIE GRÜNEN ALTERNATIVEN (ALÖ),,19.11.1982,1982,"28 ""ALTERNATIVE LISTE ÖSTERREICH - DIE GRÜNEN ALTERNATIVEN (ALÖ)"" 19.11.1982"
29,ALTERNATIVE LISTE ÖSTERREICH - FÜR DEMOKRATIE UND UMWELTSCHUTZ (ALÖ),,19.11.1982,1982,"29 ""ALTERNATIVE LISTE ÖSTERREICH - FÜR DEMOKRATIE UND UMWELTSCHUTZ (ALÖ)"" 19.11.1982"
30,ALTERNATIVE LISTE ÖSTERREICH (ALÖ),,10.11.1982,1982,"30 ""ALTERNATIVE LISTE ÖSTERREICH (ALÖ)"" 10.11.1982"
31,Alternative Liste Österreichs - ALÖ,,27.09.1982,1982,"31 ""Alternative Liste Österreichs - ALÖ"" 27.09.1982"
32,ALTERNATIVE LISTE ÖSTERREICHS,"Kurzbezeichnung ""ALÖ""",08.11.1982,1982,"32 ""ALTERNATIVE LISTE ÖSTERREICHS"", Kurzbezeichnung ""ALÖ"" 08.11.1982"
33,Alternative Liste Salzburg - für Demokratie und Umweltschutz,ALS,19.01.1983,1983,"33 ""Alternative Liste Salzburg - für Demokratie und Umweltschutz"" ALS 19.01.1983"
34,ALTERNATIVE LISTE SALZBURG,,07.04.1982,1982,"34 ""ALTERNATIVE LISTE SALZBURG"" 07.04.1982"
35,ALTERNATIVE LISTE STEIERMARK,,27.10.1982,1982,"35 ""ALTERNATIVE LISTE STEIERMARK"" 27.10.1982"
36,Alternative Liste Tirol,,21.01.1983,1983,"36 ""Alternative Liste Tirol"" 21.01.1983"
37,Alternative Liste Vorarlberg (ALV),,09.12.1987,1987,"37 ""Alternative Liste Vorarlberg (ALV)"" 09.12.1987"
38,Alternative Liste Vorarlberg (ALV),,22.12.1987,1987,"38 ""Alternative Liste Vorarlberg (ALV)"" 22.12.1987"
39,Alternative Liste Wels (ALWE),,21.11.1983,1983,"39 ""Alternative Liste Wels (ALWE)"" 21.11.1983"
40,ALTERNATIVE LISTE WIEN - Für Demokratie und Umweltschutz,"Kurzform ""AL-Wien""",03.02.1983,1983,"40 ""ALTERNATIVE LISTE WIEN - Für Demokratie und Umweltschutz"", Kurzform ""AL-Wien"" 03.02.1983"
41,ALTERNATIVE LISTE WIEN,(ALW),28.06.1982,1982,"41 ""ALTERNATIVE LISTE WIEN"" (ALW) 28.06.1982"
42,alternative liste wiener neustadt - für demokratie und umweltschutz,,10.02.1983,1983,"42 ""alternative liste wiener neustadt - für demokratie und umweltschutz"" 10.02.1983"
43,Alternative Sozialisten - Partei des sozialen und gesellschaftlichen Fortschritts,,02.03.1990,1990,"43 ""Alternative Sozialisten - Partei des sozialen und gesellschaftlichen Fortschritts"" 02.03.1990"
44,Alternatives Forum Pottendorf (AFP),,20.07.1994,1994,"44 ""Alternatives Forum Pottendorf (AFP)"" 20.07.1994"
45,Alternativ-Grüne Initiative Luftenberg,"Kurzform ""AGIL""",28.09.1983,1983,"45 ""Alternativ-Grüne Initiative Luftenberg"", Kurzform ""AGIL"" 28.09.1983"
46,AMERIKANISCHE PARTEI,"in Österreich Kurzbezeichnung ""APÖ""",24.06.1980,1980,"46 ""AMERIKANISCHE PARTEI"" in Österreich, Kurzbezeichnung ""APÖ"" 24.06.1980"
47,Anarchistische Aktionsgruppen,(A.A.G.),14.10.1983,1983,"47 ""Anarchistische Aktionsgruppen"" (A.A.G.) 14.10.1983"
48,ANARCHISTISCHE PARTEI ÖSTERREICHS,(APÖ),14.06.1982,1982,"48 ""ANARCHISTISCHE PARTEI ÖSTERREICHS"" (APÖ) 14.06.1982"
49,Andas,,23.04.2015,2015,"49 ""Andas"" 23.04.2015"
50,Anti Aids Initiative (aAI),,14.04.1987,1987,"50 ""Anti Aids Initiative (aAI)"" 14.04.1987"
51,Anti- Korruptions- Partei,"kurz ""AKP""",03.11.2010,2010,"51 ""Anti- Korruptions- Partei"", kurz ""AKP"" 03.11.2010"
52,ANTI-EG-LISTE Österreich muß Österreich bleiben,"Abkürzung ""ANTI""",04.03.1994,1994,"52 ""ANTI-EG-LISTE Österreich muß Österreich bleiben"", Abkürzung ""ANTI"" 04.03.1994"
53,Anti-EG-Partei,,12.11.1992,1992,"53 ""Anti-EG-Partei"" 12.11.1992"
54,Antiimperialistische Koordination (AIK),,28.09.2004,2004,"54 ""Antiimperialistische Koordination (AIK)"" 28.09.2004"
55,ARBEIT. UMWELT. SAUBERKEIT.,(AUS),18.08.1982,1982,"55 ""ARBEIT. UMWELT. SAUBERKEIT."" (AUS) 18.08.1982"
56,Arbeiter und Meister Partei Österreichs (AMPÖ),,29.02.1980,1980,"56 ""Arbeiter und Meister Partei Österreichs (AMPÖ)"" 29.02.1980"
57,Arbeiter.innen.kampf (ARKA),,30.09.2011,2011,"57 ""Arbeiter.innen.kampf (ARKA)"" 30.09.2011"
58,ARBEITSGEMEINSCHAFT BESSER LEBEN Partei zur Verbreitung von humanökologischem Wissen,,03.03.1982,1982,"58 ""ARBEITSGEMEINSCHAFT BESSER LEBEN Partei zur Verbreitung von humanökologischem Wissen"" 03.03.1982"
59,Arbeitsgemeinschaft bewußt gesund Partei für Gesundheit und Heilung,,29.01.1999,1999,"59 ""Arbeitsgemeinschaft bewußt gesund Partei für Gesundheit und Heilung"" 29.01.1999"
60,ARBEITSGEMEINSCHAFT ERHALTENSWERTER GEBÄUDE,-ARGE ERGE-,30.06.2004,2004,"60 ""ARBEITSGEMEINSCHAFT ERHALTENSWERTER GEBÄUDE"" -ARGE ERGE- 30.06.2004"
61,Arbeitsgemeinschaft für demokratische Politik,"abgekürzt ""AFP""",22.05.1978,1978,"61 ""Arbeitsgemeinschaft für demokratische Politik"", abgekürzt ""AFP"" 22.05.1978"
62,"Arbeitsgemeinschaft Ja zur Umwelt, Nein zur Atomenergie",,19.02.1991,1991,"62 ""Arbeitsgemeinschaft Ja zur Umwelt, Nein zur Atomenergie"" 19.02.1991"
63,ARBEITSGEMEINSCHAFT MENSCH IN DER UMWELT,-MIDU- Kurzbezeichnung: MIDU,30.04.2010,2010,"63 ""ARBEITSGEMEINSCHAFT MENSCH IN DER UMWELT"" -MIDU-, Kurzbezeichnung: MIDU 30.04.2010"
64,Arbeitsgemeinschaft Neue Lernkultur,"- Bewegung bildungsbewußter Bürger - kurz ""Arge Lernkultur""",29.05.1995,1995,"64 ""Arbeitsgemeinschaft Neue Lernkultur"", - Bewegung bildungsbewußter Bürger -, kurz ""Arge Lernkultur"" 29.05.1995"
65,ARBEITSGEMEINSCHAFT WORLDWIDE TECHNOLOGY EXCHANGE,"-WTX- Kurzbezeichnung ""WTX""",20.02.2012,2012,"65 ""ARBEITSGEMEINSCHAFT WORLDWIDE TECHNOLOGY EXCHANGE"" -WTX-, Kurzbezeichnung ""WTX"" 20.02.2012"
66,Arbeitsgemeinschaft zur Erhaltung schutzwürdiger Altbauten und Förderung der Altstadterhaltung,"Kurzbezeichnung ""AG ALTBAU""",21.08.1989,1989,"66 ""Arbeitsgemeinschaft zur Erhaltung schutzwürdiger Altbauten und Förderung der Altstadterhaltung"", Kurzbezeichnung ""AG ALTBAU"" 21.08.1989"
67,Arbeitsgemeinschaft zur Förderung der Sanierung von Altbauten zur Erhöhung der Wohnqualität und Neuschaffung von Wohnraum,"Kurzbezeichnung ""AG SANIERUNG""",21.08.1989,1989,"67 ""Arbeitsgemeinschaft zur Förderung der Sanierung von Altbauten zur Erhöhung der Wohnqualität und Neuschaffung von Wohnraum"", Kurzbezeichnung ""AG SANIERUNG"" 21.08.1989"
68,Arbeitsgruppe Marxismus,(AGM),16.11.1994,1994,"68 ""Arbeitsgruppe Marxismus"" (AGM) 16.11.1994"
69,ASO AUTOFAHRER SCHUTZ OFFENSIV,,11.03.2003,2003,"69 ""ASO AUTOFAHRER SCHUTZ OFFENSIV"" 11.03.2003"
70,ASVG-Aktionsgemeinschaft der Pensionisten Österreichs,,28.08.1989,1989,"70 ""ASVG-Aktionsgemeinschaft der Pensionisten Österreichs"" 28.08.1989"
71,Ausländer-Halt-Bewegung,,09.04.1987,1987,"71 ""Ausländer-Halt-Bewegung"" 09.04.1987"
72,Austria Allianz,,14.05.2013,2013,"72 ""Austria Allianz"" 14.05.2013"
73,Autonom revolutionär subversiv chaotische Hackler Partei,(A.R.S.C.H. Partei),23.07.1986,1986,"73 ""Autonom revolutionär subversiv chaotische Hackler Partei"" (A.R.S.C.H. Partei) 23.07.1986"
74,AUTONOME GRUPPE KOMMUNISTISCHE POLITIK (KOMPOL),,29.04.1981,1981,"74 ""AUTONOME GRUPPE KOMMUNISTISCHE POLITIK (KOMPOL)"" 29.04.1981"
75,bad ischl SPEZIAL,(BIZ),28.06.1991,1991,"75 ""bad ischl SPEZIAL"" (BIZ) 28.06.1991"
76,Badai,"bzw ""die Badai""",07.04.2015,2015,"76 ""Badai"" bzw ""die Badai"" 07.04.2015"
77,BADEN KREATIV,,06.12.1993,1993,"77 ""BADEN KREATIV"" 06.12.1993"
78,BASIS GRAZ,,12.01.2005,2005,"78 ""BASIS GRAZ"" 12.01.2005"
79,Basisdemokratische Liste (BDL),,24.12.1986,1986,"79 ""Basisdemokratische Liste (BDL)"" 24.12.1986"
80,Basisinitiative Pharmazie,"Abkürzung ""BIP""",25.03.1991,1991,"80 ""Basisinitiative Pharmazie"", Abkürzung ""BIP"" 25.03.1991"
81,Befreiung der Produktivkräfte,,29.12.1980,1980,"81 ""Befreiung der Produktivkräfte"" 29.12.1980"
82,Bewegung 5. November,,10.10.1980,1980,"82 ""Bewegung 5. November"" 10.10.1980"
83,Bewegung für soziale Befreiung,,11.05.2000,2000,"83 ""Bewegung für soziale Befreiung"" 11.05.2000"
84,Bewegung Zukunft Vorarlberg (BZV),,14.04.2005,2005,"84 ""Bewegung Zukunft Vorarlberg (BZV)"" 14.04.2005"
85,BIO,Überparteiliche Bürgerinitiativen Organisation,21.06.1994,1994,"85 ""BIO"" Überparteiliche Bürgerinitiativen Organisation 21.06.1994"
86,BLA - Bürgerliste Lambach,,04.02.1991,1991,"86 ""BLA - Bürgerliste Lambach"" 04.02.1991"
87,BPÖ - Bierpartei Österreich,"Kurzbezeichnung ""BPÖ""",28.07.2015,2015,"87 ""BPÖ - Bierpartei Österreich"", Kurzbezeichnung ""BPÖ"" 28.07.2015"
88,BRAVO ÖSTERREICH,,30.10.1983,1983,"88 ""BRAVO ÖSTERREICH"" 30.10.1983"
89,Bruck 2001 (Grün-Soziale Stadtpartei),,18.01.1990,1990,"89 ""Bruck 2001 (Grün-Soziale Stadtpartei)"" 18.01.1990"
90,"Bund freier Patienten (BFP) Bürgerinitiative für freie Heilkunde, freie Therapiewahl ua Patientengrundrechte","Kurzbezeichnung ""Patientenbund""",11.10.1995,1995,"90 ""Bund freier Patienten (BFP) Bürgerinitiative für freie Heilkunde, freie Therapiewahl ua Patientengrundrechte"", Kurzbezeichnung ""Patientenbund"" 11.10.1995"
91,BUND GEGEN ANPASSUNG,,16.05.1988,1988,"91 ""BUND GEGEN ANPASSUNG"" 16.05.1988"
92,BUND UNABHÄNGIGER STUDENTEN (BUS),,12.05.1982,1982,"92 ""BUND UNABHÄNGIGER STUDENTEN (BUS)"" 12.05.1982"
93,BÜNDNIS 2000,,20.10.1995,1995,"93 ""BÜNDNIS 2000"" 20.10.1995"
94,Bündnis '93,"Abkürzung ""B 93""",13.11.1992,1992,"94 ""Bündnis '93"", Abkürzung ""B 93"" 13.11.1992"
95,Bündnis 94,"Abkürzung ""B 94""",13.11.1992,1992,"95 ""Bündnis 94"", Abkürzung ""B 94"" 13.11.1992"
96,Bündnis 95,"Abkürzung ""B 95""",13.11.1992,1992,"96 ""Bündnis 95"", Abkürzung ""B 95"" 13.11.1992"
97,Bündnis '96,"Abkürzung ""B 96""",13.11.1992,1992,"97 ""Bündnis '96"", Abkürzung ""B 96"" 13.11.1992"
98,Bündnis für die Zukunft Österreichs (BZÖ),,04.04.2005,2005,"98 ""Bündnis für die Zukunft Österreichs (BZÖ)"" 04.04.2005"
99,BÜNDNIS NEUTRALES FREIES ÖSTERREICH,"Kurzbezeichnung ""NFÖ""",17.03.2003,2003,"99 ""BÜNDNIS NEUTRALES FREIES ÖSTERREICH"", Kurzbezeichnung ""NFÖ"" 17.03.2003"
100,Bündnis radikaler Organisationen - (B.Ü.R.O.),,26.11.1992,1992,"100 ""Bündnis radikaler Organisationen - (B.Ü.R.O.)"" 26.11.1992"
101,Bündnis Zukunft Kärnten,"Kurzbezeichnung ""BZÖ"" bzw ""BZÖ-Kärnten""",12.03.2010,2010,"101 ""Bündnis Zukunft Kärnten"", Kurzbezeichnung ""BZÖ"" bzw ""BZÖ-Kärnten"" 12.03.2010"
102,Bündnis Zukunft Österreich - Tirol (BZÖ-T),,21.07.2005,2005,"102 ""Bündnis Zukunft Österreich - Tirol (BZÖ-T)"" 21.07.2005"
103,Bündnis Zukunft Österreich - Vorarlberg (BZÖ - Vorarlberg),,25.07.2005,2005,"103 ""Bündnis Zukunft Österreich - Vorarlberg (BZÖ - Vorarlberg)"" 25.07.2005"
104,Bündnis Zukunft Österreich (BZÖ),,04.04.2005,2005,"104 ""Bündnis Zukunft Österreich (BZÖ)"" 04.04.2005"
105,Bündnis Zukunft Österreich Landesgruppe Wien - Die Stadtpartei (Kurzbezeichnung: BZÖ Wien),,07.04.2005,2005,"105 ""Bündnis Zukunft Österreich Landesgruppe Wien - Die Stadtpartei (Kurzbezeichnung: BZÖ Wien)"" 07.04.2005"
106,Bündnis Zukunft Österreich Salzburg (BZÖ Salzburg),,04.05.2005,2005,"106 ""Bündnis Zukunft Österreich Salzburg (BZÖ Salzburg)"" 04.05.2005"
107,bunte hilfe,,10.02.1983,1983,"107 ""bunte hilfe"" 10.02.1983"
108,BÜRGER UNION,,20.01.2014,2014,"108 ""BÜRGER UNION"" 20.01.2014"
109,BÜRGERAKTION '90 für mehr Gerechtigkeit,"Kurzbezeichnung ""B90""",19.03.1990,1990,"109 ""BÜRGERAKTION '90 für mehr Gerechtigkeit"", Kurzbezeichnung ""B90"" 19.03.1990"
110,Bürgeranwaltschaft,,04.06.1997,1997,"110 ""Bürgeranwaltschaft"" 04.06.1997"
111,Bürgerbewegung Österreich stoppt die Politiker,,28.07.2008,2008,"111 ""Bürgerbewegung Österreich stoppt die Politiker"" 28.07.2008"
112,Bürgerbewegung Österreich,,28.07.2008,2008,"112 ""Bürgerbewegung Österreich"" 28.07.2008"
113,Bürgerbewegung Rettet Österreich,,28.07.2008,2008,"113 ""Bürgerbewegung Rettet Österreich"" 28.07.2008"
114,BÜRGERFORUM '90 für mehr Gerechtigkeit,"Kurzbezeichnung ""F90""",19.03.1990,1990,"114 ""BÜRGERFORUM '90 für mehr Gerechtigkeit"", Kurzbezeichnung ""F90"" 19.03.1990"
115,Bürgerforum Österreich Liste Fritz Dinkhauser,,21.08.2008,2008,"115 ""Bürgerforum Österreich Liste Fritz Dinkhauser"" 21.08.2008"
116,Bürgerforum Sollenau,,13.12.1989,1989,"116 ""Bürgerforum Sollenau"" 13.12.1989"
117,Bürgerforum Tirol - Liste Fritz,,22.04.2008,2008,"117 ""Bürgerforum Tirol - Liste Fritz"" 22.04.2008"
118,Bürgerforum Völkermarkt,"Kürzel ""BüFo""",07.08.2014,2014,"118 ""Bürgerforum Völkermarkt"", Kürzel ""BüFo"" 07.08.2014"
119,Bürgerforum,,07.03.1991,1991,"119 ""Bürgerforum"" 07.03.1991"
120,Bürgerinitiative Demokratisch Leben (B.D.L.),,22.03.1991,1991,"120 ""Bürgerinitiative Demokratisch Leben (B.D.L.)"" 22.03.1991"
121,Bürgerinitiative gegen den Verkauf Österreichs an die EG,Partei zur Erhaltung der Selbständigkeit Österreichs,26.01.1993,1993,"121 ""Bürgerinitiative gegen den Verkauf Österreichs an die EG"" Partei zur Erhaltung der Selbständigkeit Österreichs 26.01.1993"
122,Bürgerinitiative 'Nein zu EWR & EG' Partei zur Verbreitung von kritischem EWR und EG Informationsmaterial,,01.10.1993,1993,"122 ""Bürgerinitiative 'Nein zu EWR & EG' Partei zur Verbreitung von kritischem EWR und EG Informationsmaterial"" 01.10.1993"
123,Bürgerinitiative Österreich,,28.07.2008,2008,"123 ""Bürgerinitiative Österreich"" 28.07.2008"
124,Bürgerinitiative Parlament,,05.12.1985,1985,"124 ""Bürgerinitiative Parlament"" 05.12.1985"
125,BÜRGERINITIATIVE ÜBERLEBEN,,18.01.1983,1983,"125 ""BÜRGERINITIATIVE ÜBERLEBEN"" 18.01.1983"
126,Bürgerinitiativen Österreichs,,28.07.2008,2008,"126 ""Bürgerinitiativen Österreichs"" 28.07.2008"
127,BÜRGERLICHE GRÜNE ÖSTERREICHS - LANDESVERBAND NIEDERÖSTERREICH,"Kurzbezeichnung ""BGÖ""",05.09.1983,1983,"127 ""BÜRGERLICHE GRÜNE ÖSTERREICHS - LANDESVERBAND NIEDERÖSTERREICH"", Kurzbezeichnung ""BGÖ"" 05.09.1983"
128,BÜRGERLICHE GRÜNE ÖSTERREICHS (BGÖ),,22.11.1993,1993,"128 ""BÜRGERLICHE GRÜNE ÖSTERREICHS (BGÖ)"" 22.11.1993"
129,"Bürgerliche Grüne Österreichs (BGÖ), Landesverband Wien","Kurzbezeichnung ""BGÖ""",18.08.1992,1992,"129 ""Bürgerliche Grüne Österreichs (BGÖ), Landesverband Wien"", Kurzbezeichnung ""BGÖ"" 18.08.1992"
130,BÜRGERLISTE ENZESFELD-LINDABRUNN,,23.04.1990,1990,"130 ""BÜRGERLISTE ENZESFELD-LINDABRUNN"" 23.04.1990"
131,Bürgerliste Mensch & Natur,,28.09.1994,1994,"131 ""Bürgerliste Mensch & Natur"" 28.09.1994"
132,Bürgerliste Österreich,,28.07.2008,2008,"132 ""Bürgerliste Österreich"" 28.07.2008"
133,Bürgerliste Österreichs,"Abkürzung ""BLÖ""",18.06.1986,1986,"133 ""Bürgerliste Österreichs"", Abkürzung ""BLÖ"" 18.06.1986"
134,BÜRGERLISTE PETRONELL,,03.04.1989,1989,"134 ""BÜRGERLISTE PETRONELL"" 03.04.1989"
135,BÜRGERLISTE SCHREINER,,30.12.1994,1994,"135 ""BÜRGERLISTE SCHREINER"" 30.12.1994"
136,Bürgerliste Wels,"Kurzbezeichnung ""BLWE""",30.01.2014,2014,"136 ""Bürgerliste Wels"", Kurzbezeichnung ""BLWE"" 30.01.2014"
137,Bürgernahe Partei Österreich - Landesgruppe Vorarlberg,,27.11.2003,2003,"137 ""Bürgernahe Partei Österreich - Landesgruppe Vorarlberg"" 27.11.2003"
138,BÜRGER-PARLAMENTS-BEWEGUNG,,19.03.1985,1985,"138 ""BÜRGER-PARLAMENTS-BEWEGUNG"" 19.03.1985"
139,Bürgerpartei Österreichs,(BPÖ),29.07.1998,1998,"139 ""Bürgerpartei Österreichs"" (BPÖ) 29.07.1998"
140,BÜRGERPARTEI,(BP),08.07.1987,1987,"140 ""BÜRGERPARTEI"" (BP) 08.07.1987"
141,Bürgerprotest & Nichtwähler,(BPN),08.07.1987,1987,"141 ""Bürgerprotest & Nichtwähler"" (BPN) 08.07.1987"
142,Bürger-Rechts-Bewegung,,06.04.1989,1989,"142 ""Bürger-Rechts-Bewegung"" 06.04.1989"
143,BÜRGERSCHUTZ Österreich (BSÖ),,14.03.1994,1994,"143 ""BÜRGERSCHUTZ Österreich (BSÖ)"" 14.03.1994"
144,BZÖ - Bündnis Zukunft Niederösterreich,,22.06.2007,2007,"144 ""BZÖ - Bündnis Zukunft Niederösterreich"" 22.06.2007"
145,BZÖ - Bündnis Zukunft Oberösterreich,,20.07.2012,2012,"145 ""BZÖ - Bündnis Zukunft Oberösterreich"" 20.07.2012"
146,BZÖ - Bündnis Zukunft Steiermark,,30.06.2005,2005,"146 ""BZÖ - Bündnis Zukunft Steiermark"" 30.06.2005"
147,casework alternative liste,,25.09.1987,1987,"147 ""casework alternative liste"" 25.09.1987"
148,CASEWORK,,11.03.1987,1987,"148 ""CASEWORK"" 11.03.1987"
149,Christdemokraten Österreichs,"- kurz: ""CDÖ""",26.08.2005,2005,"149 ""Christdemokraten Österreichs"" - kurz: ""CDÖ"" 26.08.2005"
150,Christdemokratische Arbeitnehmer-Partei,,12.12.1997,1997,"150 ""Christdemokratische Arbeitnehmer-Partei"" 12.12.1997"
151,CHRISTDEMOKRATISCHE PARTEI,"kurz ""CDP""",04.05.1990,1990,"151 ""CHRISTDEMOKRATISCHE PARTEI"", kurz ""CDP"" 04.05.1990"
152,Christdemokratische Union (CDU),,12.12.1997,1997,"152 ""Christdemokratische Union (CDU)"" 12.12.1997"
153,Christdemokratische Volksabstimmungspartei,"kurz ""CDVP""",07.01.2010,2010,"153 ""Christdemokratische Volksabstimmungspartei"", kurz ""CDVP"" 07.01.2010"
154,Christdemokratische Volkspartei,,12.12.1997,1997,"154 ""Christdemokratische Volkspartei"" 12.12.1997"
155,Christen-Allianz,,22.01.2010,2010,"155 ""Christen-Allianz"" 22.01.2010"
156,Christlich Europäische Union (CEU),,04.12.2003,2003,"156 ""Christlich Europäische Union (CEU)"" 04.12.2003"
157,Christlich soziale Allianz (CSA),,28.04.1999,1999,"157 ""Christlich soziale Allianz (CSA)"" 28.04.1999"
158,Christlich Soziale Allianz,"kurz ""CSA""",16.04.1999,1999,"158 ""Christlich Soziale Allianz"", kurz ""CSA"" 16.04.1999"
159,Christlich Soziale Partei,,01.02.1994,1994,"159 ""Christlich Soziale Partei"" 01.02.1994"
160,Christlich-Demokratische Union Österreichs,"Kurzbezeichnung ""CDU-Ö""",02.03.1999,1999,"160 ""Christlich-Demokratische Union Österreichs"", Kurzbezeichnung ""CDU-Ö"" 02.03.1999"
161,CHRISTLICHE - WÄHLER - GEMEINSCHAFT,(CWG),01.06.1990,1990,"161 ""CHRISTLICHE - WÄHLER - GEMEINSCHAFT"" (CWG) 01.06.1990"
162,Christliche Allianz (CA),,25.09.1991,1991,"162 ""Christliche Allianz (CA)"" 25.09.1991"
163,Christliche Arbeitnehmer-Partei,,12.12.1997,1997,"163 ""Christliche Arbeitnehmer-Partei"" 12.12.1997"
164,Christliche Partei - Steiermark,,13.01.2012,2012,"164 ""Christliche Partei - Steiermark"" 13.01.2012"
165,Christliche Partei - Tirol,,30.01.2012,2012,"165 ""Christliche Partei - Tirol"" 30.01.2012"
166,Christliche Partei Österreichs - Salzburg,(CPÖ - Salzburg),21.10.2010,2010,"166 ""Christliche Partei Österreichs - Salzburg"" (CPÖ - Salzburg) 21.10.2010"
167,Christliche Partei Österreichs,,09.12.2005,2005,"167 ""Christliche Partei Österreichs"" 09.12.2005"
168,Christliche Union,,12.12.1997,1997,"168 ""Christliche Union"" 12.12.1997"
169,Christliche Volkspartei,,12.12.1997,1997,"169 ""Christliche Volkspartei"" 12.12.1997"
170,CHRISTLICHES FORUM,,29.03.1994,1994,"170 ""CHRISTLICHES FORUM"" 29.03.1994"
171,Christlich-Soziale Arbeitnehmer-Partei,,12.12.1997,1997,"171 ""Christlich-Soziale Arbeitnehmer-Partei"" 12.12.1997"
172,Christlich-Soziale Arbeitsgemeinschaft,(CSA),08.02.1978,1978,"172 ""Christlich-Soziale Arbeitsgemeinschaft"" (CSA) 08.02.1978"
